author,lng,lat
Stuart Macdonald,12.5803,-34.43
Robert Casillo,4.6357,-31.2678
Patricia Bjaaland Welch,2.3516,-44.3879
Saint Teresa (of Avila),7.5342,-39.335
W. Terrence Gordon,-10.0176,-12.0549
Maureen Perrie,23.9907,-24.3169
Mark Morris,5.9705,-43.7303
Carlos Jaschek,12.5928,11.8101
H. V. Savitch,23.1974,-6.0956
Kālidāsa,-23.4992,-15.3123
Caroline O. N. Moser,42.3274,-14.7598
Wanda Urbanska,14.9637,-4.2569
Lars Skyttner,17.6749,-15.2949
Franco Maloberti,12.0506,16.1007
Charles Bernheimer,25.1903,-17.6449
Magdalena S. Midgley,13.3903,-17.7838
Linda Montano,-4.4401,-25.236
Narain Dass Batra,21.3378,-6.9307
W. Michael Mudrovic,6.6554,-11.2915
Roxane C. Murph,-10.5606,-20.8924
Lee Kuan Yew,-33.7511,-16.1711
Joni Sensel,2.3146,-47.0842
Aprodicio A. Laquian,36.0656,-11.0375
Magnús Fjalldal,18.264,-21.5875
William G. Robbins,31.2479,-31.2764
Thomas de Quincey,-20.3642,-3.6867
Bill Reynolds,12.4812,-36.1663
Leo Lerman,-18.3182,-28.9962
Catherine Vance Yeh,-22.5113,-24.94
Martin Walser,46.3865,-40.6647
Valerie Pedlar,-16.1123,-25.865
Kathrin Koslicki,20.4345,-5.238
Malcolm Schofield,8.2233,-17.1923
Lilith Saintcrow,-9.8174,-37.1502
Arleen Tuchman,-10.02,-14.3002
Allan Stanley Horlick,32.8822,-5.0194
Jean-Jacques Laffont,12.1186,-2.0849
Simon Burrows,1.3014,-5.4489
James Harpur,-20.1151,-28.0686
Susan Richards,4.8004,-43.0377
Arnold L. Weinstein,11.8203,-11.7779
Nancy J. Holland,17.0205,-8.4291
Shana Penn,2.3566,-9.0904
Eswaran Sridharan,-29.6359,-14.2973
John McIntyre,6.5123,-13.4684
Trevor Curnow,4.0536,-16.6032
Jeffrey Wainwright,28.7822,-56.4685
Clive E. Harland,-11.8244,-1.2096
Joseph Pearce,32.2651,-5.9175
Katherine Hoyt,30.1089,-27.5336
Richard Mervyn Hare,-2.706,-14.9021
Franz Oswald,39.9924,-11.9578
Daniel Farson,10.4417,-34.2305
James L. Bowditch,16.6269,2.4878
Malcolm Dando,41.2887,-18.5814
Alexander Paul Hare,20.331,-5.6042
Susumu Yabuki,-21.5835,-21.1828
Karl Mendelssohn-Bartholdy,-6.5541,-15.3696
Quim Monzó,-21.0074,-31.7121
Cole Blasier,22.1804,-23.05
Gcina Mhlophe,-8.1701,-39.1476
Aykut Kansu,18.2395,-25.7624
Edward John Moreton Drax Plunkett Baron Dunsany,15.584,-41.4441
"S. Agustin (Santo, Obispo de Hipona)",5.7754,-19.5111
Jack Hassard,11.977,6.2881
Xiaolian Liu,-21.6443,-20.9991
Scott Hamilton,18.5989,12.2213
Fred Barnes,11.6523,-47.7899
Leon M. Lederman,14.1184,-27.7198
J. D. Townsend,-0.199,-50.3881
Allen John Scott,40.9221,-6.1147
Peter Buchanan-Smith,6.6127,-38.0763
Douglas Maurice MacDowell,4.4988,-19.5177
Conrad D. Totman,25.0612,-15.5002
Thomas Hine,38.9731,-10.1298
Edward L. Cleary,22.0182,-5.6211
Emily Vermeule,5.9236,-16.8769
Thomas Lynch,-23.0603,-27.6829
David Graeber,24.7849,-4.5077
Anurag Mathur,-11.9732,-12.093
Fedor Mihajlovič Dostoevskij,15.7036,-24.9012
Carolyn D. Smith,34.3836,-17.4948
Ed Rollins,-8.525,-20.5423
Alvin O. Thompson,27.2437,-12.9997
Simon R. James,-6.2871,-18.1707
Nathan Boone,13.0061,-36.8992
Roger Mais,-27.6329,-24.3651
William Ury,33.5226,-1.7041
G. D. Killam,15.1056,2.813
Jerrold E. Marsden,5.4529,11.9316
Dorian Gerhold,17.6827,-20.9405
Emma Mclaughlin,-5.3544,-44.1181
Paul B. Jaskot,18.5332,-22.9247
Greg Matthews,-3.8369,-42.4365
Janell R. Duxbury,2.015,-8.7654
Andrew Drummond,17.5398,-38.4756
R. D. Zimmerman,6.2643,-46.1476
David Wisniewski,-21.7287,-34.6423
Eldridge Cleaver,5.7331,-39.839
Anthony P. Maingot,30.6647,-12.7804
Susan M. Gass,8.3354,5.5202
Renny Golden,16.3513,1.1476
Sheila A. Spector,18.5945,-7.052
Sam Witt,-3.022,-34.907
Richard Gilbert,37.7193,-2.9795
Peter Bloomfield,3.7011,16.352
Tom Dardis,-19.4358,-36.1467
Anne Ruggles Gere,28.4289,-16.101
Patricia Voydanoff,25.6125,-5.0272
Peter Lerangis,-10.9564,-37.516
Ellen Lloyd Trover,-3.9115,-3.5757
Ruth Whitman,1.8877,-29.4162
Saeed Ahmed Meenai,-29.692,-14.7887
Henry Handel Richardson,23.6567,-33.7298
Kathleen Raine,-29.8001,-18.7276
F. C. Moon,6.1174,14.4722
Mark Zepezauer,-19.7735,-36.2443
Hugh Cunningham,7.4982,-8.0928
Michael Mussa,39.1203,-16.5562
Khin Yi (Daw.),40.1141,-22.4175
Jennifer Ring,33.8396,-15.7847
Hugh J. Silverman,9.8553,-8.8249
Denis Hirson,29.5428,-56.9681
John Stanley,-4.3196,-7.6537
Howard Colvin,-8.8795,-16.301
Michael J. Dittman,9.5501,-32.8024
Susan Herbst,25.3167,-5.339
David J. Morris,33.0698,-9.2668
Joseph Fewsmith,17.5682,-12.2738
Judith Katzir,-11.1698,-32.7772
Henry S. F. Cooper,25.1107,-34.721
Mark Bostridge,27.3094,-14.5148
Danny O. Crew,36.2603,-9.3305
Pei-Lin Yu,-9.8153,-45.9868
John G. Fitch,-5.3014,-16.7069
Paul V. Kroskrity,33.8523,-28.7592
Juvenal,-6.0253,-21.7393
Donald Lateiner,13.235,-10.4837
Elaine Mensh,10.6377,-27.6787
L. H. Maynard,-18.6229,-29.808
Manuel Bronstein,-2.908,10.9531
Ignacio Ramonet,19.6793,-30.8398
Susi Bradfield,4.478,-43.4242
Brinda J. Mehta,16.6061,-8.7068
Travis Holland,18.4659,-26.3824
Jessica Abel,-14.6715,-30.9209
Jerry W. Koehler,35.6441,-3.9799
Anne Parrish,1.926,-33.191
Jane Belk Moncure,-1.0351,-37.0537
David Stouck,-26.797,-16.7468
Burton L. White,17.2126,3.7565
Les A. Murray,-7.4825,-30.4499
Carter V. Findley,36.0299,-29.8939
Eugenio Corti,22.3734,-25.8349
Jenny Valentine,13.5146,-46.9511
A. J. P. Taylor,4.4829,-18.6707
Gabriel P. Weisberg,7.8145,-38.9663
Luc Boltanski,16.4484,-7.4893
Syed Javed Maswood,42.2115,-12.7948
Peter J. Katzenstein,35.3851,-12.3671
Erika Fischer-Lichte,11.971,-16.997
Joseph A. Camilleri,33.8394,-8.5866
Robert Hugh Benson,-0.6941,-43.8904
Joseph G. Dawson,-8.9766,-9.4159
Madeleine Blais,-10.2957,-36.1108
Tina Rosenberg,-10.4103,-38.8142
Ferdinando Camon,33.6158,-6.7357
Paul Griffiths,-0.3159,-39.5341
Bill Holm,-4.1931,-24.9597
Susan Schmidt,-16.821,-30.5599
Paul Eidelberg,5.3465,-38.6275
D. W. Livingstone,25.1961,-3.4887
Tom Garvin,31.3556,-21.8535
John L. Burbidge,3.6288,7.25
Vitaliĭ Vasilʹevich Bogorodskiĭ,36.4272,-30.5958
Jessie Laidlay Weston,1.6597,-20.7383
Howard Marks,14.3804,-38.4253
Michael J. Donahoo,15.0231,17.8494
Michael J. Buckley,12.8524,-11.1864
Christian Robert,5.8389,15.2145
Sharon R. Kaufman,11.7841,-47.2217
Donald J. Dietrich,5.0683,-13.698
K. K. Taimni,25.8916,-15.6076
Emma Lou Thornbrough,-11.2547,-10.5277
Samuel Bak,12.9866,-43.4959
Richard Corson,3.4634,-6.9169
Fred L. Hord,-16.334,-28.6502
Jean Favier,-58.3167,-55.066
Mark Ptashne,17.49,9.4373
Loida Maritza Pérez,1.2322,-41.4799
Martha Tuck Rozett,-0.6371,-28.1102
Edouard Schurâe,-6.0426,-13.6366
Alfred Reynolds,-3.849,-48.3122
Denise Kimber Buell,10.1148,-14.3972
Waller R. Newell,29.1957,-0.5042
Patrick Renshaw,32.5098,-19.6372
Jeffrey Greene,-11.831,-29.4024
Jane M. Ussher,16.1029,-8.7418
Gary Taubes,31.7349,-1.1087
François Furet,4.299,-17.9179
Lynda Hull,-10.2637,-31.137
Phyllis Rauch Klotman,39.5991,-19.4769
Anette Rosenbach,-30.1002,-0.798
Charles H. Lippy,27.9767,-7.496
Ion Tudor Agheana,2.9928,-28.7705
Ekbert Faas,-14.2157,-28.2443
Jo Anna Isaak,18.5349,-7.3069
Jim Conallen,15.3567,16.8403
Gonzalo de Berceo,12.212,-18.8969
Jiyuan Yu,7.6335,-14.5243
Dan Cruickshank,16.8616,-19.8172
S. R. Bourne,12.8403,17.3104
Bonham C. Richardson,33.492,-25.9494
Mandell Creighton,-9.2038,-13.2667
Alexandra Chasin,-6.7421,-29.7557
Marilyn Booth,-20.0355,-18.1313
C. D. Innes,18.7633,-16.5164
Robert L. Winzeler,34.2148,-26.4318
Shiva Naipaul,-6.9028,-44.8541
Anna Pavord,-13.8413,-33.2798
Richard Whitley,30.1359,-1.0996
T. R. New,6.0677,4.2069
Ed Lowry,-9.4563,-13.2266
Patrick Tyler,29.3735,-15.5953
Ruth Nevo,-0.0875,-18.7282
Bernard R. Gelbaum,-3.4769,11.7406
Adam Czerniawski,-8.5816,-26.3309
Sherifa Zuhur,24.4316,-23.7901
Hanifa Deen,-9.8416,-27.9013
David Adams,30.3904,-3.9239
Mike Wilcock,10.8407,-10.3467
Sara Delamont,20.7327,-6.7328
Kemper Diehl,27.0747,-30.0865
Reva Klein,15.8894,3.3593
Tristan Hughes,-21.0815,-31.5727
Dieter Ernst,26.7383,0.4446
Matt Simpson,-4.9943,-9.8825
M.F.K. Fisher,-9.5961,-21.5168
Derek McGhee,-11.0545,-9.6517
Jurgen Herbst,20.2879,-8.3582
Lynne Viola,26.3729,-24.5546
Isaac Marion,9.8112,-46.1098
Lucian W. Pye,-22.1907,-23.5936
Harold Robert Isaacs,-21.858,-22.2217
Kathleen M. Swaim,17.4947,-6.9938
Susan Sackett,0.3026,-25.0615
Sia Figiel,-15.321,-30.2823
Abbott Joseph Liebling,-4.3881,-36.4173
Judith Skillman,-9.6025,-22.6021
Eldon Garnet,2.9894,-24.7724
David PETERSON DEL MAR,7.7002,-42.2508
Barry Richards,32.0432,-8.239
Sheree-Lee Olson,-13.4059,-38.1714
Randall Halle,19.4976,-8.4407
Ralph Francis Bennett,31.8162,-20.2352
Albert M. Liebetrau,1.4814,13.0955
Alexander Sanger,36.5027,-11.7266
Margaret Hope Bacon,16.8402,-10.1476
Margaret Ann Salinger,-3.0129,-45.0592
Barbara Bush,10.9474,-37.3976
Wes Anderson,-2.8073,-32.4027
Christiane Brosius,-28.9716,-16.154
Karen Sanders,29.2069,-1.2617
J. Douglas Faires,-5.8464,0.1677
Steve Hamilton,11.0617,-46.007
Heimito von Doderer,-4.019,-29.7087
Radha Kumar,-32.0153,-15.6351
James R. Lewis,14.6984,-18.1084
A. J. Parsons,21.1143,-2.7459
Charles E. Clark,27.3177,-22.9756
J. Timothy Hunt,-22.2251,-32.407
Nancy C. Wood,-4.4908,-29.574
Esra Galun,-5.7713,4.6401
Soon Beng Chew,-33.9816,-15.0453
George E. Lankford,32.0269,-5.4042
Michael Soto,20.201,-12.6337
Steven Emerson,28.6221,-28.7758
Ian Hernon,23.2053,-19.1787
Jocelyne Kolb,20.3385,-15.4554
Patricia J. Campbell,0.7291,2.1629
Thomas F. Mathews,-2.4257,-16.2235
Yves Bourdet,-15.2962,-10.778
Mary Karr,-12.3389,-28.7688
W. D. Redfern,-0.8253,-26.716
Timothy Jenkins,16.3741,-5.3219
Peter Harrison,3.6841,-13.2084
Phillip Berryman,32.9763,-11.814
Stanley Goff,14.7924,-37.867
Elisabeth Reichart,14.2742,-30.0943
Paul Tingen,6.5999,-32.4397
Elizabeth Cropper,11.5322,-25.3486
Frank Delaney,14.4044,15.4544
Francis Bebey,2.5957,-5.1784
Francis J. Gavin,38.4346,-10.2021
Uri Davis,7.0688,-17.9483
Marijke Spies,2.8899,-17.185
Richard E. Sharpless,13.6909,-28.543
Jason Roff,13.2392,16.9554
Routledge,4.5934,12.313
Lord Dunsany,-14.7072,-30.9694
Keith Nathaniel Knapp,30.9901,-19.4566
Sut Jhally,-1.8305,-29.9274
Nan Elizabeth WOODRUFF,29.5415,-15.1256
Slavko Splichal,26.8935,-4.5101
Meenakshi Thapan,14.808,-7.8019
Laura Chernaik,15.1565,-6.4681
David Hendy,22.2684,10.3865
Joris Karl Huysmans,-58.0054,-54.9043
Robert Kolb,5.9263,-21.335
David Berry,25.2831,-22.4563
Vincenzo Consolo,7.5129,-23.5344
Colin Davis,4.0152,-13.5663
Jean Davies Okimoto,-9.9953,-46.5097
Jere R. Behrman,35.6104,-7.256
Anthony Low,16.144,-8.7961
Diane Morgan,29.1474,-13.9633
Ernest S. Burch,-1.6723,-20.8589
Lloyd Cassel Douglas,2.2275,-40.5332
Catherine M. Roach,-20.5124,-32.8836
Jay Rosellini,33.0297,-6.4457
Paola Capriolo,21.8384,-4.8556
Michael Morwood,-29.9911,-15.5774
Brink Lindsey,24.8484,-5.1933
Terry Quatrani,4.9352,9.5039
Christopher Wilson,13.6221,-36.2144
Edgar Saltus,148.4226,-79.8255
Lynn Cline,39.1915,-7.3707
Derek Jonathan Penslar,-21.6503,-20.5184
Dipankar Gupta,27.8143,-6.1415
Walter W. Skeat,4.4582,-36.9472
George R. Lamplugh,24.2616,-5.0195
Robert B. Ash,0.2369,9.0646
Rose Rosengard Subotnik,11.0821,-6.8418
Ann Louise Gittleman,17.4046,9.6243
ʻAbd al-Raḥmān Munīf,-20.4511,-30.8201
Alan S. Milward,1.5815,-6.4766
Ferenc Szidarovszky,2.0515,12.7066
Frank Ormsby,-25.9044,-22.7503
Harold W. Noonan,-0.1764,-8.7963
Matthew A. Brown,20.3127,7.8583
Michael Dummett,5.2214,14.8737
John P. Keenan,-22.4695,-18.4733
Martha Griffith Browne,-10.1765,-16.0257
Henry Pemberton,-0.1729,-18.2075
Rupert Hughes,2.637,-30.7972
Ravilʹ Bukharaev,29.917,-8.0146
Anne Kingston,-14.2489,-10.9833
Gillian Allnutt,-7.4335,-32.4044
N. J. Williams,-2.2742,-18.4138
Aaron Parrett,34.6596,-32.2538
Richard Herne Shepherd,-12.4878,-12.5064
Richard Fifield,1.641,4.2341
Gregory E. Pence,33.4755,-2.7395
Marie Sheppard Williams,-27.7164,-25.1814
Georgina Ferry,14.2528,11.7663
Hope Millard Harrison,-4.3194,-30.2829
Oliver Cromwell,-6.8771,-19.2648
Gregory Clark,-4.3016,-16.8172
Trudy Govier,19.7426,-1.8671
Stephen E. Weil,-8.6955,1.3817
Sarah Vap,-7.4086,-29.987
Verne Huser,5.8587,-39.3932
Robert Nola,18.8875,-7.4598
Lex Hixon,-29.8158,-17.2527
Somers Clarke,-11.1619,-10.2872
Stephen K. White,15.3463,-9.3323
Arlene S. Skolnick,9.2321,-6.4586
Francine Stock,2.5296,17.0442
Yefim Gordon,18.5754,-26.1837
Grant Reeher,9.2614,-6.2052
Dan O'Meara,40.4877,-19.7143
Owen M. Fiss,41.3538,-8.7715
Jay Ruby,4.0644,-30.3873
Dawson Carr,31.8858,-30.2275
Kulsum Ahmed,37.1315,-2.0907
Adrian Smith,24.171,-27.077
Patrick McGilligan,8.9578,-36.2554
Frances Ferguson,22.46,-16.9168
John Winton,10.9488,15.5267
Haruo Shirane,-22.1052,-21.48
Jeffrey A. Cantor,9.3541,5.9432
William Miles,-8.2308,-15.0261
Ken McKowen,-16.3926,-38.2814
Douglas Fitzgerald Dowd,7.2726,-6.4336
Chaim Bermant,13.7922,-17.7825
Caroline Blackwood,24.0705,-9.646
Katherine Gallagher,-17.6386,-28.1938
Efraim Inbar,-15.267,-18.5542
Martin Ebon,26.8513,-25.4195
B. Slot,41.4873,-17.3105
Philip B. Crosby,18.6029,4.5466
Gemma Corradi Fiumara,15.1808,-8.7092
Lois Oppenheim,-8.0822,-26.7113
Kimberley A. Strassel,29.8916,-3.9235
D. H. Stamatis,13.6243,8.3577
Cathy Glass,-0.9946,-40.5847
John Tirman,-20.2305,-35.5707
Paul S. Ropp,-22.4168,-21.6921
Ana Lydia Vega,-4.8879,-31.6719
Lawrence B. Mohr,18.2123,-4.0956
Rodrigo Rey Rosa,-9.8276,-30.7151
Michael Schumacher,10.372,3.8672
C. Justin Romano,-8.2518,-46.5432
John Davis,4.9783,-28.7941
Aesop,-9.3062,-13.9879
Sean Hannity,40.834,-22.3899
Satadru Sen,16.0981,-16.982
Lars Gustafsson,4.8615,-25.924
Simon Walker,-27.3384,-15.1424
Mark de Bretton Platts,23.545,-7.1278
Dan Kurzman,14.7317,-29.6042
Beth Kaplan,-26.953,-17.8154
Ḥasan Naṣr,-17.8708,-17.4727
Elizabeth Fox-Genovese,30.335,-4.5433
Roger Fowler,14.7051,-2.8858
William Calin,8.032,-10.6119
Barbara Kendall-Davies,13.1379,-26.8306
Ramesh Ramsaran,36.4986,-14.7599
Gertrude Lowthian Bell,9.2342,-30.2718
Bosah Louis Ebo,38.5217,-4.9277
Tom Marioni,-1.367,-26.5097
Clive Hart,30.9313,-5.8968
Albert Muto,22.1826,-32.9059
China Galland,33.5517,-19.71
Jeffrey Kaplan,2.0602,-39.4942
Kenneth H. C. Lo,-1.3402,-0.5375
Ingrid De Kok,40.8314,-23.8522
Elizabeth Edwards,-2.5881,-43.8426
Margaret L. Davis,28.3776,-30.4856
Richard Lobban,-16.9492,-16.4345
Thomas Mullen,31.6919,-16.6833
Ken S. Coates,38.5387,-23.4803
Maritta Wolff,-4.6045,-32.4053
Keir Waddington,26.3523,-19.6831
Richard Morris,17.4443,11.3977
Robin Law,31.454,-27.843
Stuart Stevens,-23.3052,-23.827
William Korey,24.9008,-23.8048
Paul Richard Thompson,0.9211,-5.7953
D. MacGregor,13.7285,5.1347
Hanna Diamond,17.2577,-7.8037
Joe Marshall,-19.5641,-29.3174
John L. Holmes,5.0687,-21.8172
Tara Zahra,30.3959,-17.8802
Michael Holleran,18.5476,-7.7296
Marc Strauss,5.5974,-33.5377
Les Essif,6.2977,-28.4696
Deborah L. Tolman,11.0009,-47.5915
Guy Cozzi,9.9062,-29.5484
Senyo B-S. K. Adjibolosoo,39.9875,-5.1841
Lev P. Zonenshain,-6.6189,-7.9588
Chaomei Chen,17.3875,0.2765
Usha Sanyal,-33.0873,-15.9845
Jon Pahl,20.7346,-9.4262
Aaron Shepard,-1.1451,-45.3835
Richard Whittingham,29.1999,-28.0335
Hallie Ephron,-17.375,-33.937
Kent E. Portney,42.9601,-15.9703
Walt L. Perry,20.08,-18.8143
Jeremy Trevett,5.0404,-19.1352
Albert N. Link,39.3297,-11.7164
Donald J. Dewey,13.5263,-49.8698
Charles Ingrid,-16.5446,-36.6211
Richard Brandon Morris,28.8315,-10.8848
José Itzigsohn,20.8349,0.3134
Ned Mohan,19.2245,12.1898
Averil Cameron,8.5818,-18.1894
Clay Blair,4.1055,-15.7339
Jeff Singleton,29.2356,-19.4489
Martha Brill Olcott,31.659,-22.1904
Peter Brigg,25.8335,-15.3972
A. P. Thirlwall,14.7961,-5.2079
Jack Harpster,3.6575,-21.2471
Mark Millar,33.8594,-5.8138
Marilyn Wann,10.4597,-46.8256
Tulsi Patel,18.3397,-1.782
Steve J. Stern,27.2753,-16.6532
Dominic Wyse,-9.8313,-8.4147
Calvin Bedient,-3.7225,-23.2707
Margot Adler,-0.2649,-16.8443
David Shenk,31.8236,-9.1357
Intirā Pārttacārati,-31.3621,-19.031
Gardner R. Dozois,1.9038,-36.7407
F. A. L. Dullien,10.907,12.5557
Amelia Alderson Opie,14.2382,-41.9784
Thalia Field,-20.3434,-29.9475
S. J. Vainker,25.6682,-16.7864
Amita Baviskar,-33.5932,-15.5042
John Hazelrigg,-9.1242,-12.2962
John Murrell,0.4783,-43.4788
Angela Terrill,37.9809,-26.2529
Joyce Moss,18.7532,-9.2865
Alexander Garvin,32.5579,-10.0937
Lorne Leslie Neil Evernden,12.1113,-4.1143
Philip L. Martin,30.6951,-28.9066
Barry M. Blechman,41.1278,-11.7618
James W. Ely,27.3689,-5.2171
Christopher Booker,18.3892,-33.2531
Millicent Bell,9.599,-35.6147
Matthias Felleisen,-1.6538,-35.218
Shayla Thiel Stern,26.3073,-1.7531
Hershel Shanks,1.0394,-49.5604
Pete Davies,-14.3089,-39.038
Harlow Robinson,17.4741,-25.5491
Michael Kalb,5.3215,-39.3466
Mark Michalowski,-1.436,-49.4771
Stephen M. Voynick,-19.5063,-27.5946
Kerry Bernstein,17.3015,14.6495
Donald Leslie Shaw,23.0562,-31.6219
Lawrence Clayton,32.7747,-26.9507
Walter L. Williams,-8.0996,-31.299
U. A. Fanthorpe,-10.4894,-30.324
Frederick E. Gould,1.5967,5.5654
Leo Hickman,30.5226,-32.8342
John Prevas,9.2396,-20.2606
Pamela Ditchoff,-21.7711,-32.041
Juan Marsé,-6.0533,-48.5915
Michael Laser,-4.455,-44.347
Nicolae Lobontiu,4.6049,12.2374
Ray Garton,-2.8469,-47.6856
Ptolemy Tompkins,32.1819,-26.9089
Colin Crawford,19.1517,-7.7715
L. Marlow,27.9137,0.2479
Meir Wagner,41.0874,-9.6542
Harry Stephen Keeler,0.6374,-37.5028
Martin Wolf,41.9889,-6.4875
Myron Lieberman,23.3626,-3.4364
Michael Bothe,40.5699,-11.8189
Raymond M. Measures,3.9444,10.7087
Charlotte Methuen,8.2602,-9.0595
Renaat Devisch,38.2918,-25.699
James D. Tracy,7.8934,-13.1062
Natalie Schroeder,14.5487,-11.6704
Roger Paulin,1.8775,15.1161
Thomas A. Imobighe,39.4418,-6.4807
Josh Ozersky,-0.6178,-38.3986
Philip Salom,-21.1229,-27.8053
Simon Bond,33.1608,-7.4745
Froma I. Zeitlin,-9.1911,-7.2457
Jamshid Gharajedaghi,40.6149,-6.2391
Michal Glowinski,20.0863,-26.7906
Trevor Beebee,22.4551,6.7826
Frances Richey,-11.1377,-30.9035
Carol Beach York,-8.602,-46.1236
Rick North,-20.1317,-37.1837
John Elder Robison,6.1281,-44.8504
Philip F. Deaver,-16.7471,-29.7184
John D. LeRoy,19.5108,-9.0466
Th Goodrich,38.5596,-20.2034
Brian Loveman,31.7483,-26.6171
Charles W. Mills,13.4959,-5.7039
Antonio M. Stevens Arroyo,33.0115,-28.82
Sylvie Cornot-Gandolphe,42.4743,-11.5617
Dennis Roddy,0.8118,5.0904
Mark Rutherford,9.4088,-43.6378
Jason Barker,13.8892,-8.7251
Michael Horan,21.3917,0.0592
Robert Weiner,17.523,-5.8107
James Galvin,-14.9268,-27.596
Charles Thomas,-6.5434,-15.1569
Stephen D. Cox,-5.6039,-9.1773
Jenny Bornholdt,-10.8452,-26.7862
Tanya Caldwell,4.2255,-37.9233
Dan Marek,9.2834,-22.5562
Meg Medina,-3.9196,-46.2287
Ziyad Marar,10.7566,-48.1132
Aryeh Kasher,-14.682,-17.9041
Hans-Georg Wolf,-17.8149,-8.6636
Professor of Land Information Management Peter F Dale,14.267,0.8869
Henning F. Harmuth,6.3281,-38.5408
Joanna C. Scott,5.5622,-37.9535
Daya Kishan Thussu,-26.0378,-24.8151
John Theobald,36.969,-4.4995
Daniel Evan Weiss,3.4678,-42.3752
Michael C. Meyer,31.8189,-28.249
Norman Toby Simms,21.2607,-20.4646
Declan Kiberd,-12.6813,-32.08
Michael Hanlon,1.9698,-49.3163
Yanlai Wang,30.406,-11.1576
Robert Tracy,-18.3361,-22.4871
John K. Emmerson,32.4104,-25.118
David J. Eicher,33.73,-13.8613
Karmen MacKendrick,-16.2991,-25.886
David Ayalon,-16.7847,-16.8541
Ken Waldman,-9.6161,-29.6761
Ian Brownlie,-8.8353,-4.996
Elliott Arnold,27.5619,-33.3155
Yiping Huang,42.2812,-16.1985
Warren Bargad,-8.3088,-15.912
Bonnie Berry,34.6732,-3.5042
Mark Siderits,23.5744,-5.2195
"R. Emmett Tyrrell, Jr.",8.5636,-40.4356
Arlene C. Rourke,-1.6123,-17.5304
Addolorata Marasco,7.3157,15.3198
Charles A. Flink,23.9743,5.6431
Robert G. Wesson,12.8177,-9.2164
Jung Young Lee,19.3592,-10.65
David A. Yallop,5.0247,-44.6359
Hayden Herrera,-1.7465,-27.1374
Sidney M. Levy,15.3158,17.7696
Hans Freudenthal,-22.3644,-34.4099
Angela Hughes,4.0096,-29.3212
Peter Dahlgren,8.9619,-10.4913
Luce López Baralt,-17.2807,-16.895
Shahram Chubin,-1.8803,-50.0063
Ari Hiltunen,4.4031,-19.3307
Gary Stewart,-19.9479,-31.7731
Michael Gruber,3.4416,-47.7209
Frank Callanan,18.9439,-27.1007
Mike Pearson,-27.4617,-21.4142
Donna Leon,29.7167,-30.1165
Matt Cook,19.1433,-9.0198
Michael Allaby,39.8706,-5.5885
Brendan Ó Cathaoir,15.0967,-28.8367
Daniel J. Elazar,23.5287,-9.7283
Noelle Kocot,-15.9248,-27.9726
Peter Morey,26.2452,-21.0041
Leonard Sax,11.7647,-47.4192
Thomas Power Lowry,28.3669,-33.0849
Gail Wells,-3.8681,-0.6536
United Nations Development Programme,35.4428,-2.3375
Louis Baker,13.5341,16.4048
Heribert Adam,37.7565,-15.3141
Joseph Donahue,-10.671,-29.9437
Sally Clark,-9.7091,-42.7357
Mike Huggins,-13.6168,-34.0718
George Hoberg,41.4256,-13.2173
Anatoliĭ Ėfros,10.6464,-26.5816
Richard Llewellyn,-11.8698,-40.5294
Cyril Ehrlich,30.8203,-5.4985
Chris Dalglish,13.8199,-20.859
Thomas Nesbit,9.9245,-12.4884
Kevin Danaher,41.1246,-3.7693
Mark R. Cohen,5.4711,-46.9501
James Oliver Horton,17.0307,-35.3203
Thomas Glavinic,12.3355,-46.3519
Isadore Newman,20.4479,-3.4015
Claire Ortiz Hill,6.3523,-34.1448
Andy Croft,4.2028,-30.357
Ronald T. Ridley,-4.9728,-12.2249
Siobhan Nash-Marshall,-20.1878,-31.2167
James Tucker,6.9014,-41.604
Daniel Buckman,5.8138,-28.824
Maria H. Frawley,14.4455,-7.962
Nahoum Cohen,39.1469,-2.4729
Helen Sendyk,19.8449,-26.1313
Gary Catalano,1.6793,-29.158
Antonio Beccadelli,3.517,-19.4069
Harold Eugene Davis,14.8571,27.7963
Andrew P. Sage,10.7678,11.9926
Michael Goodich,20.354,-19.707
Erika Haber,16.117,-24.018
Scott Hightower,-3.4529,-38.4068
Medford Stanton Evans,13.1182,-46.7185
Jonathan Buchsbaum,-7.1457,-5.6911
Thomas E. Wartenberg,10.2956,-14.0908
Yaffa Draznin,13.3658,-13.8296
Vincent Newey,-2.6024,-4.2611
Gerry Smyth,-11.3225,-7.7152
Erin McCarthy,-18.3095,-36.0201
Andrew Laird,19.1573,-1.8463
Stephen Bull,38.8862,-16.5461
S. W. Erdnase,1.8759,4.2501
Katie Deverell,22.677,-0.8813
John Wieners,-3.6268,-29.2227
Rob McLennan,-5.4904,-26.8295
Fred Thomas Hofstetter,0.2761,3.7598
Dan Gillmor,38.4557,-4.0188
Terry Ehret,-9.1014,-31.5481
Richard Curt Kraus,12.1235,-8.4013
Frederick Law Olmsted,21.5084,-35.7203
Howard Spring,-8.891,-35.1839
William Brevda,1.8381,-29.9056
Darryl G. Hart,23.2995,-10.651
Richard Rand,30.996,-4.6579
Lyle Dick,27.4565,-20.006
David Hopkins,37.1817,-2.3115
Marian Goslinga,-5.3209,-1.5066
Marian Filar,20.5594,-26.7389
Charles M. Goldie,-2.9472,12.0758
Sarah MacLean,9.6569,-44.6801
Reuben Ahroni,20.2141,-19.7869
