author,lng,lat
Santiago Sierra,1.3834,-26.0944
George Staab,3.5055,9.7795
Timothy Darvill,-5.5575,-1.6566
Kally Forrest,35.5813,-15.5004
Susanne Kuehling,36.64,-24.7669
Vincent Anthony Pérez,30.4399,-28.4953
Robert M Maxon,39.2933,-24.8934
Bruce Wathen,9.8909,-40.334
Norbert Wu,1.3753,8.4678
Gunter Luling,8.6604,-16.2572
Carey James Kriz,35.459,-0.7825
Patsy Haccou,17.0347,10.3909
Ian Michael,18.9877,-21.4987
E.C. Barrett,-9.7818,-5.9313
Rez' Lingen,5.5301,-37.4491
Fiona McAlpine,20.435,-2.2442
Robyn Tallis,-8.211,-47.4909
Jascha Frederick Kessler,-10.5748,-5.2839
Alfred Mitchell Bingham,33.1472,-28.5842
Maria Ann Roglieri,7.2924,-22.8498
William Edgar Schmickle,9.9571,3.457
M. Schreiber,25.3881,-7.0935
Keith Howard,-20.7802,-24.6781
Ralph Adams Cram,13.3718,-42.4412
Stan Bumble,17.1213,11.7995
John Binding,-2.5751,-19.6538
Joseph Ritson,-8.2795,-17.7808
Chair of International Economics Department of Economics Michael Rauscher,37.4228,-3.7872
Mirella Ricciardi,-29.7698,-16.4072
Graham Murphy,5.5248,-23.5531
Michael Warren,21.6135,-7.1221
Colin Grant,17.5749,-6.7233
Paul Allen Miller,10.563,-17.0668
Kitty Aldridge,7.3462,-42.6878
Peter Kolchin,38.8209,-9.3627
Carmelo Giacovazzo,13.5433,12.6661
Edward Keenan,7.6672,15.4923
Stephen W. Berry,18.8255,-35.9548
John Duke,1.4771,-33.3549
James W. Clinton,32.6711,-15.0543
Kathryn Kilby Borland,3.1073,1.7267
Tom Nierop,7.7386,-3.11
D. S. Arya,-32.606,-16.1121
R. P. F. Gregory,-2.229,6.043
Han-seok Jung,-21.5799,-22.7263
J. B. Craven,2.2979,-18.3501
Andrew Foster Altschul,9.6881,-42.1564
Marcello Simonetta,-7.8674,-47.6223
David Robert Walker,18.3668,-20.251
Bruce A. Rubenstein,-6.5917,-30.2429
Jailan Zayan,29.5907,6.0983
Gertrude A Bradford,13.1232,-44.4839
Michael D. Maginn,14.7763,4.6944
Fred Bronson,-5.5442,-5.1784
Eleanor Lansing Dulles,-4.3603,-29.8916
Prema-chandra Athukorala,9.6612,-5.1346
P. Weingartner,-7.8922,-10.2038
Charles J. Stille,17.084,-27.4498
Roddy Llewellyn,-3.6484,-6.4346
Roberta Isleib,-9.2767,-45.2894
Christopher Headington,-3.8049,0.9707
Art Garfunkel,-13.5666,-28.0364
Fujihiko Kaneda,-10.4366,-2.7286
Paul Patrick Streeten,6.0983,-10.5459
Stephen Godley,25.6707,-22.4681
Ameen Rihani,-13.1949,-22.2453
D. R. White,-21.2782,-35.9551
Marjorie Wallace,28.3146,-33.0312
Liane Reif-Lehrer,37.5146,-4.6404
John H. Beckstrom,20.765,-0.0193
Aziel Abraham,-5.9222,-43.5415
Fredric Neuman,6.1257,-23.9465
William J. Schoenl,12.0517,-27.665
Monisha Mukudan,-24.1789,-20.8749
Naomi E. Pasachoff,-12.0553,-9.2809
John Hargrave,9.1658,-44.6758
Richard Allen Blessing,-9.3454,-22.8704
Frede Jensen,-6.4078,-13.9843
Leonard Leslie Brooke,-3.9517,-46.6214
Lester Afflick,-5.3311,-31.3431
B. W. E. Alford,27.0305,-9.142
Class of 1955 Professor of Music Richard Taruskin,-4.3473,-9.5063
Carolyn Ferrell,-3.1227,-38.588
George Harsh,8.6581,-43.9886
David Vlado Moskowitz,4.8713,-34.6405
Guillaume IX ((duc d'Aquitaine ;),11.8428,-27.0634
Robert Tewdwr Moss,-5.7658,-45.3892
Cheryl L. Reed,-22.8735,-27.5319
Rick Clark,-8.3156,-34.7019
Julia Meyerson,28.0628,-55.8126
Laura Lemay,-4.3876,1.518
Margaret Himley,19.4265,-2.8775
Stephen Mooser,-2.4357,-45.8041
John Fusco,-17.9665,-33.7376
Milton Clayton Shaw,-4.3397,2.6892
Wayne Erickson,1.9412,-10.4614
Bābā Shāh Maḥmūd,-26.7805,-16.1311
Go-rams-pa Bsod-nams-seṅ-ge,-26.6053,-16.4615
Tim Carr,36.0764,-31.5155
Anantha Pai,-2.7926,11.5058
Christopher Pinney,-12.8861,-25.5499
Robert Riskin,7.436,-29.6152
David McKeever,40.7393,-10.957
Percy Howard Newby,2.269,-41.5193
Judith Levy,7.4554,3.8069
Byrna Barclay,-13.9684,-30.6262
Rufus Robbins,-3.2133,-20.5451
Marvin R. Zahniser,25.6698,-21.1192
Julian Nava,18.9813,-30.1317
Keith M. Walker,-1.0114,10.4634
Nancy Yousef,15.2218,-17.2414
Pranab K. Sen,2.9225,9.5659
Kurt Gottfried,-3.3465,10.4277
Philippe Besnard,6.6126,15.6247
Danny Scheinmann,-13.1569,-35.4243
Melvin Mencher,6.426,-28.9364
John C. Nerone,24.769,-21.6292
Philip Shelby,-8.3826,-44.0916
Richard Saunders,-3.6147,-1.1673
Susan Moger,-6.0705,-12.4101
Victorina González-Díaz,-9.9983,-10.656
Denny A. Jones,16.046,9.4745
Gregory Berns,36.0616,-6.1791
Eliot Wigginton,12.7241,-36.4249
Robert H. Donaldson,28.3161,-22.2127
Cynthia Berger,28.977,-11.1004
Turney Duff,-9.9943,-36.4437
Nina Eliasoph,-9.4039,-32.6373
Frank M. Gryna,2.1345,6.9163
William C. Martel,39.3703,-9.2478
Jeremias van Vliet,-15.5001,-15.149
Louis Hémon,-26.854,-35.4892
Thomas M. Doerflinger,-4.5497,-15.5591
Dana Teen Lomax,-11.5016,-29.0299
J. J. R. Frausto da Silva,20.7106,9.2429
Hsiao Yang Zhang,12.9476,-7.685
Dallas E. Wiebe,-5.9065,-34.4132
Mark Bryan,36.9877,-40.2502
Dennis J. Rauschmayer,16.3725,17.3767
Albert Jacquard,-58.4717,-55.15
Thomas A. Fudge,20.2581,-16.1805
B. G. Pachpatte,-2.8909,12.1426
Guy Spielmann,-57.6828,-54.7331
Susan P. Casteras,21.8125,-11.6388
Steven G. Spruill,-1.9445,-42.8947
Ronald L. Byrnside,34.5483,-17.7843
Daya Nath Tripathi,-30.533,-15.0818
James Herndon,3.7068,-8.9175
Samuel A. Chambers,17.8503,10.0482
Arthur Best,14.0475,-42.1907
Leonard C. Lewin,-0.0972,-6.1573
Laurie Calhoun,26.0924,-5.1698
Oliver Wendell Holmes Franklin Ford David Henry Burton,-5.7322,-19.6551
C. R. Snyder,28.403,-1.485
L. Roberts,-22.4095,-27.7819
Kerstin von Lingen,23.7596,-26.2774
Alireza Asgharzadeh,-27.6667,-16.1236
Betsy McCaughey Ross,27.7014,-11.0954
Peter Lake,-5.1044,-44.8923
Charles A. Crayne,15.6073,17.801
Timothy C. Jacobson,-5.0674,-6.4972
Bart Farkas,11.3115,6.3076
Ben Zion Sandler,5.0204,9.2164
Nikolai Gogol,-8.3292,-46.611
John A. Daly,8.9725,-2.248
Vance Kepley,16.1446,-25.6682
Dan Baum,-21.6027,-34.5823
Mia Tuan,37.4172,-16.0422
Raymond A. Schroth,2.3369,-32.355
Margaret Connolly,6.2181,-25.2042
Ivo van Horebeek,14.741,14.4588
Avrohom Ehrman,-14.7833,-17.5352
Arthur Blumberg,18.425,3.171
Gilead Sher,40.4837,-19.4237
Sonia Kruks,13.4895,-10.6039
Katsunari Nishihara,19.6379,-4.9012
Pierre Jacob,27.5818,-2.9438
Detlef Nauck,15.629,13.1499
Rachel Lee Rubin,30.1605,-4.2468
Diane Tickton Schuster,4.3435,-33.8366
Herbert Garrettson Schoonmaker,20.2093,-18.503
Jim Carrington,-13.5058,-42.8097
Jolyon Drury,0.1765,-23.0776
A. D. Woodland,9.8198,-4.1072
Gregory Michie,-10.543,-36.5892
Kathy Lavezzo,-4.3633,-21.5743
Daniel Scroop,7.873,-38.758
Judy Lindahl,-0.3074,-1.4208
Harvey Starr,39.957,-5.2405
Thomas D. Church,0.8575,4.3336
Tito Puente,-0.5822,-23.9914
Clarke Rountree,28.5148,-8.8354
Marissa Potchak Levy,21.9047,1.0179
Steve Dickison,-15.6726,-28.8696
V.S. Varadarajan,-3.4283,10.9944
Nissan Mindel,-14.4428,-17.9548
Ruby Modesto,25.9466,-32.6675
Louis Fantasia,-10.6044,-24.4012
John Booth Davies,32.8886,-0.6559
Jessica Shannon Smith,-11.3603,-28.5394
Ginny Sprang,20.0271,-0.7244
Marinos Diamantides,-22.406,-15.2834
Birgitte Refslund Sørensen,-33.6179,-15.6102
Cinzia Romani,17.5734,-24.6082
Claudio Esteva Fabregat,13.7946,-16.9296
Laurence Schorsch,-1.0229,-45.129
Magnus Ankarsjö,17.2633,-15.3157
Edward L. Lamie,14.966,16.1976
Clifton Gilliam,31.5411,-7.3554
Frédéric Martel,19.3718,-8.4703
Kenneth Douglas Brown,23.4103,-19.473
Katherine Prairie,12.1991,12.7502
Kimberley Cornish,6.9754,-12.1844
Brett Laidlaw,25.9205,-34.1865
Li Zhang,41.4119,-11.4842
Michel E. Kabay,41.5757,-3.7547
Andrew Davies,5.2218,-41.0041
Henry Edwin Stamm,34.869,-28.5491
John Anderson Kay,2.4015,-36.4981
Thomas Masterman Winterbottom,-5.7124,-15.5012
Steve Shavel,-11.7863,-41.2293
David Malcolm,-7.9454,-6.8781
Bradley I. Collins,19.6401,-6.2979
Michel Feugère,5.8826,-16.9043
Anne Rundle,-7.7112,-44.0376
Kanta Kochhar-Lindgren,12.4039,-5.7909
Tom Steele,6.783,-16.9116
Krishna Ghosh Della Santina,-25.0097,-16.519
Paul Lyle,-6.3652,0.7511
Robert H. MacDonald,5.1298,-37.3086
Paul John Ossenbruggen,2.417,13.2201
Rob Gilbert,10.4215,7.1679
Patricia Roberts-Miller,27.4856,-5.8959
Trevor Garnham,-4.563,-22.9594
S. Gilman,30.4566,-16.064
Jacinto Verdaguer,8.9125,-26.1109
Julian Barling,21.0416,-3.2608
Heike Schröder,40.8478,-7.5406
Signe Landgren,39.8295,-20.732
Cadwallader Colden,-4.8843,-18.5713
Angela Rawlings,-2.0673,-35.9835
DeVerle P. Harris,13.0257,6.8882
Herbert W. Paul,-95.3236,10.8497
Michail Zak,27.3264,-6.7795
Jonathan Parry,27.7441,-19.7821
John N. McDonald,6.4639,6.9613
Mahmood Yakubu,28.3087,-12.0981
Noble Mason Smith,-9.3328,-39.05
Matt Costello,-3.1062,-33.6833
Tom Scott,14.2929,-20.3094
Yvonne Romney Dixon,11.0128,-33.3492
Mark Kirchmeier,17.9595,-36.2885
Sandra F. Rosengrant,16.2197,-24.4308
Jerry Bailey,-20.0234,-32.3032
Jeffrey Bell,-14.5666,-34.4193
Stanley Jeyaraja Tambiah,-27.6962,-17.0321
Dan Denning,6.5846,-46.8221
Vaitsa Malamidou,5.7674,-16.8557
Delilah,3.6088,-39.5151
David Curtis Steinmetz,0.8375,-15.6621
S. H. Mantell,18.2097,8.7113
Sabra Holbrook,9.3389,-24.6071
Werner Peters,21.5731,7.9234
Ronald Parkinson,-7.8929,-12.4344
Johan Schrøder,26.3732,-21.5146
Tibor Ganti,7.2945,-12.9143
Shulamith Firestone,16.6405,-30.266
Steven A. Mansbach,-5.3316,-24.151
Robert Jones Schafer,38.392,-13.6881
Robert Hedin,-19.6623,-28.9462
John Kuehn,4.0622,-29.5021
"Emmett C. Velten, Jr.",17.7866,3.5706
Louis Canonico,-2.4795,-46.38
David R Topper,25.6273,-2.1206
Evina Sistakou,34.6886,-25.8128
Steven Roby,-2.6494,-32.026
Recep ?entürk,21.3601,-4.9848
Else Lasker-Sch_ler,8.0883,-27.1306
Dominic Tierney,10.744,-31.0992
David Western,5.6152,-42.6269
Rachel Waltner Goossen,32.8105,-21.1504
Guy St-Denis,-20.8646,-34.6921
Stanley Richards,7.1049,-34.3826
Carol H. Weiss,29.731,-1.2148
Michel R. Klein,11.2676,14.2106
Tracy Matthew Melton,12.1518,-37.3086
Kei Yosida,6.5933,14.7916
Patrick Butler,14.8604,27.8018
Suçie Stevenson,-5.0805,-46.8316
Christine Kondoleon,13.2354,-20.6722
Joseph Frank Henderson,4.3231,11.5764
J. Sapriel,-179.9984,-44.5241
Nancy L. Ruther,-69.5357,43.7434
Ken Foster,-6.5733,-35.7347
Jason Phillips,35.2205,-17.1926
Robert L. Schaefer,12.4591,14.608
Robin McAlpine,31.9614,-8.0017
Steve Kahn,18.6153,6.4914
Nand Kumar Fageria,16.0954,7.6002
Alla Abramovich-Gomon,35.1004,-25.8135
Deidre N. Greig,26.568,-4.427
Nicholas Robins,-1.0289,-14.1438
Sheila Rowe,-22.0894,-32.7361
Leopold Hamilton Myers,-30.9208,-17.1319
Chris Frazer,31.0933,-27.8112
Michael Arlen,30.0997,-18.0064
John Henshall,-7.8641,-2.3438
Kenneth R. Simpson,4.085,-36.2123
C. C. Lee,5.438,8.2397
Nancy Poydar,4.5779,-44.7353
Mary Kay Ricks,19.9044,-36.9433
Sung K. Chough,17.0489,8.3482
Simone Chaput,-4.4319,-40.8732
Jean-Michel Deveau,39.3534,-21.8094
David Spring,-0.9464,14.4727
Gary Stochl,30.918,-4.0169
Marylin J. McKay,14.886,-16.1264
Robert Shaw,-8.4887,-25.1394
Whitney Chadwick,-2.1646,-25.2104
John Cornford,-27.5062,-19.4532
Arnold Schwartzman,-1.6689,-9.4465
Amrung Chantavanich,36.6886,-40.0855
Hollace A. Weiner,23.7465,-26.8222
Hank Ketcham,5.0239,-33.0981
Ali Saberi,28.3392,-56.0145
Jerry Germer,10.8278,6.1186
Jia(tm)A Jan,18.5085,12.6199
Lawrence Shainberg,-6.0385,-47.6647
Marina Smyth,19.9995,-11.3137
Kwando Mbiassi Kinshasa,18.1202,-37.507
Masatoshi Ueki,-32.8959,-16.4721
Paul Bianchina,0.4683,1.8744
Robert Wenley,1.7228,-20.9529
Rebecca Larson,-17.3994,-32.5106
Roger Sherman Hoar,148.3697,-79.805
Alexandra Warwick,-12.4992,-25.7929
Landon E. Beyer,25.8575,-8.8823
P. E. Wellstead,11.2731,8.6037
Jeffrey S. Amthor,19.6197,7.1586
James M. Oliver,6.0502,-16.2345
Martin Berz,16.2174,12.5776
Lennart Rade,3.3134,8.0553
Yaʻqūb Yūsuf Ḥijjī,33.896,-21.6056
Norah Gillow,-4.0491,-27.4559
Ysanne Holt,-14.6133,-26.3741
Thomas J. Schlerth,16.6835,-15.5996
Allen P. Ross,3.1705,8.4159
Lisa Moses Leff,27.5844,-21.3477
James Onley,-32.0642,-16.2583
Elliot Paul,148.3767,-79.8105
Mark S. Hamm,23.0447,-8.3877
Joseph F. Littell,18.1676,-36.2419
Vincent A. Pizzuto,4.4371,-18.0887
Lucinda Dykes,15.7659,17.8108
Leah Shopkow,11.0377,-15.039
Professor Emeritus Francois Grosjean,43.2152,-9.6418
Holly Prado,-4.5675,-26.8411
Camille Peri,-21.1639,-31.522
Tom Hunt,13.1105,-37.6136
Ewart Oakeshott,13.9046,-18.3546
Harry W. Dickinson,-6.4821,-13.8883
Sir William Osler,11.0359,-34.9633
Jessica Clare,3.8069,-45.9843
John McCoubrey,29.9018,-5.5003
Kanwar Chuhan,39.3375,-11.868
Judith B. Alter,27.4246,-17.491
Ane Marie Bak Rasmussen,34.4204,-15.8484
Stanley Lebergott,42.5383,-5.5529
Máighréad Medbh,-10.8602,-39.7463
Paul Edward Gottfried,31.7287,-15.4486
Alfred P. Rovai,9.0123,5.8349
Judith Barrington,20.3224,-27.865
Deborah Menaker Rothschild,1.864,-22.4511
Janak Raj Jai,-32.4276,-15.1525
Gerardo del Cerro Santamaria,23.7523,-28.9133
Camarin Grae,9.8119,-44.8212
Susan E. Meyer,20.7752,-16.9372
Frank Kenneth McKinney,36.7567,-30.3812
Wayne Cristaudo,9.5571,-11.9238
Ian Hammell,-16.5449,-38.1718
Bruce Gilden,28.2853,-30.3336
Houston Gwynne Jones,-3.3108,-4.5138
Linda Benedikt,16.6306,-28.1218
Ronald W. Pies,3.9952,-26.5592
Caetano Veloso,8.7156,-38.6506
James Stanyer,38.7587,-5.4433
Yuniya Kawamura,8.466,-2.2256
Lynn Dobson,30.7067,-5.2178
Frank Washington Jarvis,-2.2618,1.8152
Julie Marcus,3.2591,-7.7558
Martha McLaren,-8.3457,-18.8396
Andrew Baruch Wachtel,19.984,-19.4851
Walter Begley,-10.9273,-11.9753
Kenneth S. Greenberg,27.5544,-15.2915
Lorene Erickson,-17.5482,-28.7445
D . John McIntyre,6.5426,5.4075
Herbert Frank York,-5.7704,-3.2262
Antonio Lobo Antunes,-8.0397,-44.5157
Frank Krutnik,14.4385,-10.1515
Helen C. Aspinall,23.4098,-19.082
Albert Durrant Watson,-95.3227,10.8489
Janice A. Cullum,2.5277,-49.0646
Douglas Hamilton,-9.2018,0.5998
Andréa Lauterwein,-3.2232,-24.8614
Deborah Turner Harris,-20.0258,-35.2289
I. Soroka,15.0286,11.5993
Michael Kosta Loukides,15.9018,17.3942
Brian Sawyer,13.0657,11.2574
Joan M. Harwell,8.6746,4.2702
V. F. Christoffer,4.581,8.6769
Douglas P. Seaton,33.3821,-17.247
Megan Cassidy-Welch,16.911,-17.1895
Charles A. Eastman,35.8723,-25.9496
Antonio Romano,27.8867,-7.077
John Steffler,-13.0963,-29.1484
Steve Meyerowitz,-1.368,1.4723
Giles R. DeMourot,24.4607,-1.6936
A. D. Smith,4.6563,-10.3671
Colleen Aycock,16.8057,-35.1127
Richard Alan Johnson,0.5954,-42.3947
Beatrice Siegel,15.9782,-30.561
Gerald Jay Sussman,0.4879,11.9105
Philip Curtin,22.7819,-15.7609
Priscilla Rattazzi,-7.9323,-2.1441
Robert Sewell,-30.8756,-16.4605
Hulya Kucuk,26.0592,-22.9062
Freddy Van Oystaeyen,2.306,16.1465
Francesco Benozzo,14.2659,-17.5541
Mark Macdowell,27.3463,-29.5479
Andrea Peterson,-10.041,-24.3011
Charles Wentworth Littlefield,-3.5878,-13.2909
Jonathan Webber,10.0144,-11.8695
D. Przeworska-Rolewicz,1.8202,15.9885
John Henry Cardinal Newman,31.3696,-7.8309
Michael Brune,-8.4176,-34.7165
Julio E. Normey-Rico,14.5406,14.2368
Luis Muñoz,17.444,-29.7011
May Yonge McNeer,-15.1067,-37.5364
Nancy Mayer,24.9947,-1.0427
Anna Rosner Blay,12.0323,-45.4094
John Prager,9.856,5.4648
W. Paatii Ofosu-Amaah,34.6193,-3.3562
Robbie Franklyn Ethridge,31.4263,-30.3
Carol Bohmer,39.2275,-7.0151
Bruce Hawkins,6.0939,10.5888
Bart Smith,32.3252,-32.0081
Carol K. Winkler,34.6165,-11.2457
"Radulfus,",-2.7799,-18.5332
Scott R. Benarde,-10.4087,-37.3102
Alan F. Blackwell,4.1548,11.9251
Adin Even-Israel,11.8442,-12.5012
Elisa DeCarlo,-0.1672,-43.7914
Dale Archer,11.8604,-1.9666
Joseph O'Rourke,4.0755,16.4001
Will Clarke,-29.8289,-22.8909
Chazen Museum of Art,3.4602,-29.2509
Derek Roff,22.8966,6.6938
Diego Lazo,14.4491,17.4586
Lori Landay,30.2176,-9.3679
Daniel Kirk,-18.6796,-36.7539
Gelina Harlaftis,43.0825,-10.9908
Annie Payson Call,30.5149,-7.8272
Davide Gualerzi,28.92,-0.883
Mills Lane,31.1698,-17.4968
Dan Monroe,16.6614,-37.7206
Robin Maxwell,5.5314,-40.5777
Donald Peacock,40.8425,-11.8293
Karl Stern,9.2335,-13.6983
Rodney Brazier,6.8744,-12.341
Allen Wheelis,-6.3673,-46.5036
David Stark,8.0412,-38.0338
Timothy R. Fisher,14.2901,17.1345
Nat Edwards,11.3341,-45.7352
Brian Mackrell,12.9466,-33.5614
John Mercer,-21.6558,-31.7579
Billy Gene Claybrook,4.0065,9.7511
Tomlinson Holman,9.5204,-44.8081
James Creech,15.9897,-5.5327
David Pelletier,2.4781,3.0631
John Acheson Faris,6.7213,-18.802
Barbara Wyllie,16.318,-25.069
John R. Gerdy,23.8397,-1.4102
James E. Crimmins,24.5775,-20.1372
Renato Dulbecco,16.9149,-29.8706
Craig Packer,2.2757,-43.7703
Barry Ferguson,13.6994,-34.4484
Fran McCullough,12.5259,-47.0728
Bernice Eisenstein,-15.2819,-28.1653
Henry Mabley Johnson,37.1762,-24.8769
Patrick J. Spain,14.4916,16.6353
Patrick Ryan,-19.4549,-32.7618
Richard Gaines,-7.0575,-29.6053
H. J. Swatland,9.5521,11.8691
Alan Johnston,17.9014,-30.7391
Warren Goldstein (Rabbi.),35.8355,-17.3641
Lorraine Nencel,12.6677,-8.1965
Tuesday Frase,15.6913,17.1047
Steven Wall,10.1118,-10.1855
Saint Germanus I (Patriarch of Constantinople),3.6852,-19.0604
Adam Green,-0.2949,-37.6681
John T. Gaertner,-7.2676,-41.0509
William A. Niering,7.9342,-47.6955
Reginald Hyatte,16.9807,-10.0507
Jeremy Clegg,38.2714,-5.218
Kay Parker Schweinfurth,34.9532,-27.0506
Maria Lepowsky,16.6554,-8.1682
Kenneth Urwin,-9.5016,-3.6521
Christopher R. Dowswell,24.3083,1.9698
David Samuel Margoliouth,-7.904,-16.548
Maurice Freedman,41.5268,-7.3095
Wendy Asbeek Brusse,6.0493,-28.9385
Frederick Pollock,-2.6591,-17.7305
G. Isac,5.5808,15.8631
Yung C. Shin,7.2492,11.8861
Gongxin Wang,29.9692,-5.6268
Ibrahim Abouleish,18.323,-27.757
Anthony D'Avray,-32.8124,-17.2835
Chester Gould,29.8075,-18.3263
Bjoern Felsager,-9.461,-7.1002
Leah Otis-Cour,9.1757,-17.3511
Robert W. Walker,-6.3047,-44.4729
Patrick French,11.3427,-37.1155
Hyman Bass,1.6468,15.6335
Akira Naito,33.1488,-21.0855
Richard Graham,27.7576,-12.595
Lloyd Bowen,26.4247,-13.7928
Laurel Blossom,-12.3429,-28.1941
Kathleen Cambor,-18.703,-32.4856
Steve Heath,13.9604,17.3056
J. F. Woessner,20.9875,8.8446
Linda A. Newson,29.8862,-27.2455
John von Heyking,8.7746,-14.817
Pamela Paige Porter,-10.3156,-45.1029
Ernest Kelvin Fisk,-6.4726,-2.7995
Mehdi Charef,-5.7931,-44.0304
John B. Hattendorf,4.9986,-6.6055
Tony Tasset,-10.6662,-29.3181
Sandy Rabinowitz,-7.2668,-46.9846
Carol E. Murphey,31.2077,-2.478
René Salm,11.1101,-18.6734
Janet Gonzalez-Mena,16.8741,3.427
John Townsend,-12.9166,-41.8079
Alexander I. Shemenda,2.1021,11.1767
Gideon Rafael,-8.4079,-10.4497
Chao-Jun Li,18.4034,11.6411
A. J. Youngson,31.0605,-24.0692
R. E. Elson,34.0081,-7.624
Eugene Buckley,9.5054,-1.79
Sally McKee,17.3831,-24.7649
Louis Sala-Molins,10.0362,-15.1673
Andrzej Kapiszewski,19.4431,-0.0083
Barry H. Lopez,34.1427,-28.6247
Saint Raymond (of Peñafort),10.0912,-17.2954
Ron Anglin,34.185,-29.3527
Margaret Pilkington,5.8907,2.7009
E. Carlson,13.8765,-6.9853
Nigel Lees,0.8003,4.2494
Daniel Faber,-21.6297,-5.9291
Jessica Hatchigan,-7.1417,-46.8819
Dewanna Pace,-6.3978,-43.9888
Elena Efimovna Kuz mina,18.029,-18.3978
Suzanne Stephens,37.1175,-6.1356
Guy Sanglerat,11.4251,12.4563
Roger E. Axtell,4.4613,-33.161
Caleb S. Cage,23.8514,-33.8454
Dimitri Paléothodoros,-57.5713,-54.7176
Lisa Vollendorf,17.5851,-8.0917
Leon Schwartz,3.0698,-22.5415
Elisabeth Hardouin - Fugier,-58.1111,-54.9647
H. L. Haywood,10.9576,3.7865
Patrícia Melo,-4.4845,-43.4501
Lesego Malepe,-11.665,-40.9178
Maĭi︠a︡ Pliset︠s︡kai︠a︡,14.6879,-25.2488
Lucia Quaglia,28.0599,-6.7232
Maurizio Ascari,28.2748,-56.1771
Kurt Faber,15.43,12.324
Louis D. Giannetti,12.8463,-10.9304
Ralph A. Litzinger,13.3451,-9.7207
Fay Fowlie-Flores,-6.1395,-7.1074
Patricia Roth Schwartz,-10.5811,-28.4244
Lawrence A. Q. Burnley,33.2424,-15.7049
John Bulaitis,15.5875,-17.4161
S. Klinke,17.0738,-26.2031
Andrew Koenig,15.4039,17.0383
Walther Heissig,13.1522,-12.3255
Peter Issa Kattan,4.2996,15.1462
Steven Gregory,18.7199,-7.2339
Douglas Fowler,2.9977,-13.6595
Jonathan Glennie,34.9603,-13.7017
Wayne Grady,-9.6695,-13.822
William Henry Burr,-7.6326,-21.578
Maurice Lévy-Leboyer,20.5805,-19.5211
James Frederick Schön,-8.2563,-17.2991
H. S. Heaps,11.815,12.7809
Jack Parker Hailman,17.9833,-0.6407
Werner Kaltefleiter,-6.2566,-19.3942
P. G. Fookes,20.0396,7.6764
Heather Grabbe,41.4875,-12.0058
Matthew Spender,13.5266,-25.1379
Marek van der Jagt,-7.0846,-31.6918
Wilfred Candler,36.8122,-40.1962
Gonzalo Ramírez,3.538,2.9538
Bob Rusch,4.4373,-33.5731
Richard M. Rothaus,12.3202,-18.851
Alan Contreras,26.8008,-32.4974
Vicente Muñoz Puelles,-17.5264,-30.311
Lisa J. Eliotte',-12.4036,-32.7119
Ashoka Mody,28.8844,-2.7856
Arkady Grinberg,27.2127,6.9537
Carles Broto,-4.945,-2.2394
Michael James Williams,26.7017,-4.2194
Tanya T. Fayen,-10.8875,-27.8535
Winzola McLendon,6.6556,-33.2563
Rudra Sil,-29.9635,-14.6698
Christopher Schemering,-2.2114,-3.2362
D. A. Kinsley,-33.4961,-16.4128
Christopher Eyre,10.568,-19.1385
Robert L. Osgood,41.2334,-9.0415
Ortoleva Peppino,81.7043,-30.1333
Claudia McKay,-7.2155,-48.1102
Sanjeev Chopra,19.2549,1.1826
Alexander Bird,20.337,-5.1689
Raúl Salinas,19.2485,-30.118
Bruce Serafin,3.6703,-37.9408
Dave Lewis,-7.4382,-6.6324
Wilfrid Basil Mann,-17.566,-28.8941
Janice Terry,39.9241,-5.4814
K. W. jr Christopher,14.957,18.0339
Robert J. Schneller,34.5137,-16.1581
Claire Myers S. Owens,-21.2785,-36.1805
Breň Brown,-4.0866,0.094
E. Falk,-19.7535,-36.4766
Axel Sell,-1.1729,4.6671
Raja Menon,41.5951,-14.5943
Marilyn Charles,19.5803,-2.0064
John L. Idol,-7.6765,-9.0857
Cletus Wessels,26.3009,-3.5707
Bruce Hiscock,29.9981,-31.7983
Will Ryan,10.24,3.3655
David M. Reimers,10.2651,-8.298
Laurie Stoff,28.1663,-22.7899
Langdon Brown Gilkey,39.6539,-10.3419
Mitsuaki Iwago,37.4198,-27.3624
Raymond F. Person,-53.4741,-16.5641
Zev Chafets,40.026,-17.3107
Jon Atack,-1.9008,-49.0362
Jay Stephens,-1.0186,1.5164
Margaret Cohen,7.3407,-21.8111
Pablo G. Debenedetti,9.5953,13.2196
V. J. H. Houben,-32.599,-16.7354
Charlotte Bretherton,3.5694,-3.0496
Jean-Jacques Guth,-57.6974,-54.7475
J. H. D. Scourfield,5.2636,-19.7476
Eynel Wardi,3.9441,-6.9921
Michael Schrage,9.9885,5.0992
Dan Ciampa,16.8643,5.3784
"Hayes, Robert Mayo",8.1632,7.5582
Daya Thussu,39.5566,-4.2953
Oppi Untracht,26.4553,-15.8927
Bruce Stone,-4.5518,-46.4449
Else Lasker-Schüler,-3.4168,-28.8865
Nahid Afrose Kabir,-29.7738,-14.8185
Ben W. Bolch,41.4705,-3.3435
Peter Morris,11.5286,-46.0575
Georgina Hammick,52.5831,-42.9106
Polly Grose,12.9766,-35.2891
W. J. Williams,-10.3832,-13.314
Catherine E. Rymph,29.1411,-15.2038
Emil Tode,-2.5632,-28.4748
Xénophon,3.1149,-18.066
Marco Micone,13.5001,-28.6816
John L. Graham,29.425,-10.8026
Jane Katch,11.2555,-47.4824
Gerhard Lang,4.1424,5.1867
